,YYYY,State,COUNTY,FIPS_State,FIPS_County,FIPS_Combined,SubstanceName,DrugReports,TotalDrugReportsCounty,TotalDrugReportsState
3628,2017,PA,BERKS,42,11,42011,Fentanyl,163,2461,68751
3629,2017,PA,BERKS,42,11,42011,Oxymorphone,2,2461,68751
3630,2017,PA,BERKS,42,11,42011,Tramadol,27,2461,68751
3631,2017,PA,BLAIR,42,13,42013,Fluoroisobutyryl fentanyl,4,476,68751
3632,2017,PA,BLAIR,42,13,42013,Furanyl fentanyl,21,476,68751
3633,2017,PA,BRADFORD,42,15,42015,Furanyl fentanyl,1,118,68751
3634,2017,PA,BUCKS,42,17,42017,Acetyl fentanyl,3,402,68751
3635,2017,PA,BUCKS,42,17,42017,Furanyl fentanyl,2,402,68751
3636,2017,PA,BUCKS,42,17,42017,Oxycodone,10,402,68751
3652,2017,PA,ADAMS,42,1,42001,Heroin,43,399,68751
3653,2017,PA,ADAMS,42,1,42001,Oxycodone,10,399,68751
3654,2017,PA,ALLEGHENY,42,3,42003,Carfentanil,41,8247,68751
3655,2017,PA,ARMSTRONG,42,5,42005,Valeryl fentanyl,1,149,68751
3669,2017,PA,ADAMS,42,1,42001,Oxymorphone,1,399,68751
3670,2017,PA,ALLEGHENY,42,3,42003,Acetyl fentanyl,36,8247,68751
3671,2017,PA,ALLEGHENY,42,3,42003,Acryl fentanyl,1,8247,68751
3672,2017,PA,ALLEGHENY,42,3,42003,Fentanyl,1516,8247,68751
3673,2017,PA,ALLEGHENY,42,3,42003,Hydromorphone,3,8247,68751
3674,2017,PA,ALLEGHENY,42,3,42003,Morphine,11,8247,68751
3675,2017,PA,BEAVER,42,7,42007,Oxycodone,8,624,68751
3676,2017,PA,BEAVER,42,7,42007,Oxymorphone,1,624,68751
3677,2017,PA,BERKS,42,11,42011,Codeine,1,2461,68751
3678,2017,PA,BERKS,42,11,42011,Furanyl fentanyl,9,2461,68751
3679,2017,PA,BERKS,42,11,42011,Methadone,1,2461,68751
3680,2017,PA,BLAIR,42,13,42013,Methorphan,3,476,68751
3681,2017,PA,BLAIR,42,13,42013,Oxycodone,9,476,68751
3682,2017,PA,BRADFORD,42,15,42015,Fentanyl,13,118,68751
3683,2017,PA,BUTLER,42,19,42019,Furanyl fentanyl,5,442,68751
3684,2017,PA,CARBON,42,25,42025,Fentanyl,18,264,68751
3685,2017,PA,CENTRE,42,27,42027,U-47700,3,539,68751
3686,2017,PA,CHESTER,42,29,42029,Hydrocodone,3,1456,68751
3687,2017,PA,CHESTER,42,29,42029,Oxycodone,72,1456,68751
3688,2017,PA,CLARION,42,31,42031,Carfentanil,1,105,68751
3689,2017,PA,CLEARFIELD,42,33,42033,Oxycodone,2,227,68751
3700,2017,PA,ADAMS,42,1,42001,4-Fluoroisobutyryl fentanyl,1,399,68751
3701,2017,PA,ALLEGHENY,42,3,42003,Buprenorphine,232,8247,68751
3702,2017,PA,ALLEGHENY,42,3,42003,Hydrocodone,70,8247,68751
3703,2017,PA,ALLEGHENY,42,3,42003,Tramadol,53,8247,68751
3704,2017,PA,ALLEGHENY,42,3,42003,trans-3-Methylfentanyl,7,8247,68751
3705,2017,PA,ARMSTRONG,42,5,42005,Hydrocodone,2,149,68751
3706,2017,PA,BEAVER,42,7,42007,3-Methylfentanyl,6,624,68751
3707,2017,PA,BEAVER,42,7,42007,Hydrocodone,7,624,68751
3708,2017,PA,BEAVER,42,7,42007,Tramadol,6,624,68751
3709,2017,PA,BERKS,42,11,42011,Heroin,292,2461,68751
3710,2017,PA,BLAIR,42,13,42013,Fentanyl,63,476,68751
3711,2017,PA,BLAIR,42,13,42013,Hydrocodone,6,476,68751
3712,2017,PA,BLAIR,42,13,42013,Tramadol,2,476,68751
3713,2017,PA,BRADFORD,42,15,42015,Buprenorphine,3,118,68751
3714,2017,PA,BUCKS,42,17,42017,Hydrocodone,2,402,68751
3718,2017,PA,ALLEGHENY,42,3,42003,cis-3-methylfentanyl,9,8247,68751
3719,2017,PA,ALLEGHENY,42,3,42003,U-47700,83,8247,68751
3720,2017,PA,ALLEGHENY,42,3,42003,U-48800,10,8247,68751
3721,2017,PA,ARMSTRONG,42,5,42005,4-Fluoroisobutyryl fentanyl,1,149,68751
3722,2017,PA,ARMSTRONG,42,5,42005,Heroin,34,149,68751
3723,2017,PA,ARMSTRONG,42,5,42005,Methoxyacetyl fentanyl,1,149,68751
3724,2017,PA,BEAVER,42,7,42007,4-Fluoroisobutyryl fentanyl,8,624,68751
3725,2017,PA,BEAVER,42,7,42007,Cyclopropyl fentanyl,6,624,68751
3726,2017,PA,BEAVER,42,7,42007,Heroin,108,624,68751
3727,2017,PA,BEDFORD,42,9,42009,Fentanyl,5,188,68751
3728,2017,PA,BERKS,42,11,42011,Hydrocodone,6,2461,68751
3729,2017,PA,BERKS,42,11,42011,Oxycodone,28,2461,68751
3730,2017,PA,BLAIR,42,13,42013,4-Fluoroisobutyryl fentanyl,7,476,68751
3731,2017,PA,BLAIR,42,13,42013,Heroin,119,476,68751
3732,2017,PA,BLAIR,42,13,42013,Methadone,7,476,68751
3733,2017,PA,BRADFORD,42,15,42015,Tramadol,1,118,68751
3734,2017,PA,BUCKS,42,17,42017,4-Fluoroisobutyryl fentanyl,1,402,68751
3735,2017,PA,BUCKS,42,17,42017,Heroin,63,402,68751
3736,2017,PA,BUTLER,42,19,42019,4-Fluoroisobutyryl fentanyl,7,442,68751
3737,2017,PA,BUTLER,42,19,42019,Fentanyl,70,442,68751
3738,2017,PA,CAMBRIA,42,21,42021,4-Fluoroisobutyryl fentanyl,5,311,68751
3739,2017,PA,CAMBRIA,42,21,42021,Fentanyl,45,311,68751
3740,2017,PA,CAMBRIA,42,21,42021,Heroin,84,311,68751
3741,2017,PA,CARBON,42,25,42025,Buprenorphine,1,264,68751
3742,2017,PA,CARBON,42,25,42025,U-47700,1,264,68751
3743,2017,PA,CENTRE,42,27,42027,Fentanyl,29,539,68751
3744,2017,PA,BUCKS,42,17,42017,Fentanyl,31,402,68751
3745,2017,PA,BUTLER,42,19,42019,3-Methylfentanyl,1,442,68751
3746,2017,PA,BUTLER,42,19,42019,Buprenorphine,6,442,68751
3747,2017,PA,BUTLER,42,19,42019,Morphine,5,442,68751
3748,2017,PA,CAMBRIA,42,21,42021,Butyryl fentanyl,1,311,68751
3749,2017,PA,CENTRE,42,27,42027,Oxycodone,22,539,68751
3750,2017,PA,CHESTER,42,29,42029,3-Methylfentanyl,4,1456,68751
3751,2017,PA,CHESTER,42,29,42029,Acetyl fentanyl,3,1456,68751
3752,2017,PA,CHESTER,42,29,42029,Acryl fentanyl,2,1456,68751
3753,2017,PA,CHESTER,42,29,42029,Buprenorphine,15,1456,68751
3754,2017,PA,CHESTER,42,29,42029,Carfentanil,6,1456,68751
3755,2017,PA,CLEARFIELD,42,33,42033,Fentanyl,10,227,68751
3756,2017,PA,CLEARFIELD,42,33,42033,U-47700,1,227,68751
3757,2017,PA,COLUMBIA,42,37,42037,Hydrocodone,1,297,68751
3758,2017,PA,CRAWFORD,42,39,42039,4-Fluoroisobutyryl fentanyl,2,398,68751
3759,2017,PA,CRAWFORD,42,39,42039,Codeine,1,398,68751
3760,2017,PA,CRAWFORD,42,39,42039,Heroin,20,398,68751
3761,2017,PA,CUMBERLAND,42,41,42041,4-Fluoroisobutyryl fentanyl,1,84,68751
3762,2017,PA,CUMBERLAND,42,41,42041,Oxycodone,1,84,68751
3763,2017,PA,DAUPHIN,42,43,42043,Heroin,603,2801,68751
3764,2017,PA,DELAWARE,42,45,42045,3-Methylfentanyl,47,4982,68751
3765,2017,PA,DELAWARE,42,45,42045,Acryl fentanyl,17,4982,68751
3766,2017,PA,ERIE,42,49,42049,3-Methylfentanyl,1,1363,68751
3767,2017,PA,ERIE,42,49,42049,Buprenorphine,23,1363,68751
3768,2017,PA,ERIE,42,49,42049,Morphine,1,1363,68751
3783,2017,PA,ADAMS,42,1,42001,Fentanyl,7,399,68751
3784,2017,PA,ADAMS,42,1,42001,Hydromorphone,1,399,68751
3785,2017,PA,ALLEGHENY,42,3,42003,"3,4-Methylenedioxy U-47700",3,8247,68751
3786,2017,PA,ALLEGHENY,42,3,42003,Benzylfentanyl,36,8247,68751
3787,2017,PA,ALLEGHENY,42,3,42003,Cyclopropyl fentanyl,61,8247,68751
3788,2017,PA,ALLEGHENY,42,3,42003,Heroin,1894,8247,68751
3789,2017,PA,ALLEGHENY,42,3,42003,Methadone,13,8247,68751
3790,2017,PA,BEAVER,42,7,42007,Butyryl fentanyl,1,624,68751
3791,2017,PA,BEDFORD,42,9,42009,Buprenorphine,4,188,68751
3792,2017,PA,BERKS,42,11,42011,4-Fluoroisobutyryl fentanyl,3,2461,68751
3793,2017,PA,BERKS,42,11,42011,Morphine,5,2461,68751
3794,2017,PA,BLAIR,42,13,42013,Butyryl fentanyl,7,476,68751
3795,2017,PA,BLAIR,42,13,42013,Valeryl fentanyl,1,476,68751
3796,2017,PA,BRADFORD,42,15,42015,Methorphan,4,118,68751
3797,2017,PA,BUTLER,42,19,42019,Carfentanil,2,442,68751
3798,2017,PA,BUTLER,42,19,42019,Oxycodone,4,442,68751
3799,2017,PA,CAMBRIA,42,21,42021,Tramadol,2,311,68751
3800,2017,PA,CARBON,42,25,42025,Tramadol,3,264,68751
3801,2017,PA,CENTRE,42,27,42027,Carfentanil,1,539,68751
3802,2017,PA,CHESTER,42,29,42029,Morphine,8,1456,68751
3803,2017,PA,CHESTER,42,29,42029,Tramadol,9,1456,68751
3804,2017,PA,CLARION,42,31,42031,Acetyl fentanyl,1,105,68751
3805,2017,PA,CLARION,42,31,42031,Oxycodone,1,105,68751
3806,2017,PA,CRAWFORD,42,39,42039,Furanyl fentanyl,1,398,68751
3807,2017,PA,DAUPHIN,42,43,42043,Furanyl fentanyl,30,2801,68751
3808,2017,PA,DELAWARE,42,45,42045,Meperidine,1,4982,68751
3809,2017,PA,ELK,42,47,42047,Buprenorphine,4,86,68751
3810,2017,PA,ELK,42,47,42047,Hydrocodone,2,86,68751
3811,2017,PA,CENTRE,42,27,42027,Acryl fentanyl,1,539,68751
3812,2017,PA,CENTRE,42,27,42027,Buprenorphine,19,539,68751
3813,2017,PA,CENTRE,42,27,42027,Hydrocodone,19,539,68751
3814,2017,PA,CENTRE,42,27,42027,Tramadol,3,539,68751
3815,2017,PA,CHESTER,42,29,42029,Methorphan,1,1456,68751
3816,2017,PA,CLEARFIELD,42,33,42033,Butyryl fentanyl,2,227,68751
3817,2017,PA,CLINTON,42,35,42035,Buprenorphine,7,93,68751
3818,2017,PA,CLINTON,42,35,42035,Codeine,1,93,68751
3819,2017,PA,DAUPHIN,42,43,42043,Carfentanil,1,2801,68751
3820,2017,PA,DAUPHIN,42,43,42043,Methorphan,2,2801,68751
3821,2017,PA,DELAWARE,42,45,42045,Heroin,709,4982,68751
3822,2017,PA,DELAWARE,42,45,42045,Methoxyacetyl fentanyl,1,4982,68751
3823,2017,PA,DELAWARE,42,45,42045,U-47700,14,4982,68751
3824,2017,PA,ELK,42,47,42047,Carfentanil,1,86,68751
3825,2017,PA,ERIE,42,49,42049,Acryl fentanyl,1,1363,68751
3826,2017,PA,ERIE,42,49,42049,Fluoroisobutyryl fentanyl,2,1363,68751
3827,2017,PA,ERIE,42,49,42049,Furanyl fentanyl,6,1363,68751
3828,2017,PA,ERIE,42,49,42049,Oxycodone,7,1363,68751
3829,2017,PA,FAYETTE,42,51,42051,Carfentanil,7,714,68751
3830,2017,PA,FAYETTE,42,51,42051,Methadone,2,714,68751
3831,2017,PA,FULTON,42,57,42057,Buprenorphine,2,16,68751
3832,2017,PA,GREENE,42,59,42059,Oxycodone,1,172,68751
3833,2017,PA,GREENE,42,59,42059,U-47700,1,172,68751
3834,2017,PA,BEAVER,42,7,42007,Acetyl fentanyl,1,624,68751
3835,2017,PA,BEAVER,42,7,42007,Morphine,1,624,68751
3836,2017,PA,BEDFORD,42,9,42009,Heroin,8,188,68751
3837,2017,PA,BERKS,42,11,42011,3-Methylfentanyl,3,2461,68751
3838,2017,PA,BERKS,42,11,42011,Buprenorphine,20,2461,68751
3839,2017,PA,BERKS,42,11,42011,Butyryl fentanyl,1,2461,68751
3840,2017,PA,BLAIR,42,13,42013,Buprenorphine,49,476,68751
3841,2017,PA,BLAIR,42,13,42013,Carfentanil,6,476,68751
3842,2017,PA,BRADFORD,42,15,42015,Fluoroisobutyryl fentanyl,1,118,68751
3843,2017,PA,BRADFORD,42,15,42015,Oxycodone,5,118,68751
3844,2017,PA,BUCKS,42,17,42017,3-Methylfentanyl,1,402,68751
3845,2017,PA,BUCKS,42,17,42017,Buprenorphine,8,402,68751
3846,2017,PA,BUTLER,42,19,42019,Butyryl fentanyl,1,442,68751
3847,2017,PA,CAMBRIA,42,21,42021,Buprenorphine,16,311,68751
3848,2017,PA,CAMBRIA,42,21,42021,Morphine,1,311,68751
3849,2017,PA,CARBON,42,25,42025,Heroin,39,264,68751
3850,2017,PA,CENTRE,42,27,42027,Heroin,33,539,68751
3851,2017,PA,CHESTER,42,29,42029,ANPP,1,1456,68751
3852,2017,PA,CHESTER,42,29,42029,Butyryl fentanyl,1,1456,68751
3853,2017,PA,CLARION,42,31,42031,Furanyl fentanyl,1,105,68751
3854,2017,PA,CLINTON,42,35,42035,Fentanyl,3,93,68751
3855,2017,PA,COLUMBIA,42,37,42037,Cyclopropyl fentanyl,3,297,68751
3856,2017,PA,COLUMBIA,42,37,42037,Furanyl fentanyl,1,297,68751
3857,2017,PA,CRAWFORD,42,39,42039,Oxycodone,7,398,68751
3858,2017,PA,CUMBERLAND,42,41,42041,Heroin,11,84,68751
3859,2017,PA,DAUPHIN,42,43,42043,Fluoroisobutyryl fentanyl,7,2801,68751
3860,2017,PA,DAUPHIN,42,43,42043,Oxycodone,61,2801,68751
3861,2017,PA,DAUPHIN,42,43,42043,Oxymorphone,4,2801,68751
3862,2017,PA,DELAWARE,42,45,42045,Carfentanil,19,4982,68751
3863,2017,PA,DELAWARE,42,45,42045,Fluoroisobutyryl fentanyl,1,4982,68751
3864,2017,PA,CLINTON,42,35,42035,Oxycodone,2,93,68751
3865,2017,PA,CRAWFORD,42,39,42039,Fentanyl,27,398,68751
3866,2017,PA,CRAWFORD,42,39,42039,Morphine,4,398,68751
3867,2017,PA,CUMBERLAND,42,41,42041,Fentanyl,2,84,68751
3868,2017,PA,CUMBERLAND,42,41,42041,Morphine,2,84,68751
3869,2017,PA,DAUPHIN,42,43,42043,Acetyl fentanyl,14,2801,68751
3870,2017,PA,DAUPHIN,42,43,42043,Fentanyl,318,2801,68751
3871,2017,PA,DELAWARE,42,45,42045,ANPP,2,4982,68751
3872,2017,PA,DELAWARE,42,45,42045,Hydrocodone,25,4982,68751
3873,2017,PA,DELAWARE,42,45,42045,Tramadol,20,4982,68751
3874,2017,PA,ELK,42,47,42047,Fentanyl,2,86,68751
3875,2017,PA,ERIE,42,49,42049,Codeine,1,1363,68751
3876,2017,PA,ERIE,42,49,42049,Oxymorphone,1,1363,68751
3877,2017,PA,FAYETTE,42,51,42051,Heroin,97,714,68751
3878,2017,PA,FRANKLIN,42,55,42055,4-Fluoroisobutyryl fentanyl,5,316,68751
3879,2017,PA,FRANKLIN,42,55,42055,Heroin,39,316,68751
3880,2017,PA,GREENE,42,59,42059,Buprenorphine,6,172,68751
3881,2017,PA,BUTLER,42,19,42019,Codeine,1,442,68751
3882,2017,PA,CENTRE,42,27,42027,3-Methylfentanyl,3,539,68751
3883,2017,PA,CENTRE,42,27,42027,Codeine,1,539,68751
3884,2017,PA,CENTRE,42,27,42027,Morphine,3,539,68751
3885,2017,PA,CHESTER,42,29,42029,Hydromorphone,1,1456,68751
3886,2017,PA,CLEARFIELD,42,33,42033,Carfentanil,3,227,68751
3887,2017,PA,DAUPHIN,42,43,42043,Methoxyacetyl fentanyl,1,2801,68751
3888,2017,PA,DAUPHIN,42,43,42043,U-47700,5,2801,68751
3889,2017,PA,DELAWARE,42,45,42045,Acetyl fentanyl,10,4982,68751
3890,2017,PA,DELAWARE,42,45,42045,Fentanyl,359,4982,68751
3891,2017,PA,DELAWARE,42,45,42045,Methorphan,2,4982,68751
3892,2017,PA,DELAWARE,42,45,42045,Oxycodone,223,4982,68751
3893,2017,PA,DELAWARE,42,45,42045,Oxymorphone,4,4982,68751
3894,2017,PA,ELK,42,47,42047,Fluoroisobutyryl fentanyl,1,86,68751
3895,2017,PA,ERIE,42,49,42049,Hydrocodone,14,1363,68751
3896,2017,PA,ERIE,42,49,42049,Tramadol,4,1363,68751
3897,2017,PA,FAYETTE,42,51,42051,Butyryl fentanyl,3,714,68751
3898,2017,PA,FAYETTE,42,51,42051,Methorphan,4,714,68751
3899,2017,PA,FOREST,42,53,42053,Heroin,6,29,68751
3900,2017,PA,FRANKLIN,42,55,42055,Methadone,1,316,68751
3901,2017,PA,CHESTER,42,29,42029,Codeine,4,1456,68751
3902,2017,PA,CHESTER,42,29,42029,Furanyl fentanyl,5,1456,68751
3903,2017,PA,CHESTER,42,29,42029,Methadone,5,1456,68751
3904,2017,PA,CLARION,42,31,42031,Buprenorphine,6,105,68751
3905,2017,PA,CLEARFIELD,42,33,42033,Heroin,13,227,68751
3906,2017,PA,CLINTON,42,35,42035,Heroin,2,93,68751
3907,2017,PA,COLUMBIA,42,37,42037,Buprenorphine,2,297,68751
3908,2017,PA,DAUPHIN,42,43,42043,Tramadol,34,2801,68751
3909,2017,PA,DELAWARE,42,45,42045,Furanyl fentanyl,18,4982,68751
3910,2017,PA,DELAWARE,42,45,42045,Hydromorphone,3,4982,68751
3911,2017,PA,DELAWARE,42,45,42045,Methadone,5,4982,68751
3912,2017,PA,ERIE,42,49,42049,4-Fluoroisobutyryl fentanyl,1,1363,68751
3913,2017,PA,ERIE,42,49,42049,Cyclopropyl fentanyl,2,1363,68751
3914,2017,PA,ERIE,42,49,42049,Heroin,132,1363,68751
3915,2017,PA,ERIE,42,49,42049,Methoxyacetyl fentanyl,1,1363,68751
3916,2017,PA,FAYETTE,42,51,42051,Fluoroisobutyryl fentanyl,1,714,68751
3917,2017,PA,FAYETTE,42,51,42051,Oxycodone,21,714,68751
3918,2017,PA,FAYETTE,42,51,42051,Oxymorphone,5,714,68751
3919,2017,PA,FRANKLIN,42,55,42055,Oxycodone,14,316,68751
3920,2017,PA,FULTON,42,57,42057,Heroin,1,16,68751
3921,2017,PA,FAYETTE,42,51,42051,4-Fluoroisobutyryl fentanyl,3,714,68751
3922,2017,PA,FAYETTE,42,51,42051,Buprenorphine,57,714,68751
3923,2017,PA,FAYETTE,42,51,42051,Hydrocodone,8,714,68751
3924,2017,PA,FAYETTE,42,51,42051,Morphine,4,714,68751
3925,2017,PA,FRANKLIN,42,55,42055,Buprenorphine,11,316,68751
3926,2017,PA,FRANKLIN,42,55,42055,Hydrocodone,4,316,68751
3927,2017,PA,FRANKLIN,42,55,42055,Tramadol,5,316,68751
3928,2017,PA,GREENE,42,59,42059,Acryl fentanyl,1,172,68751
3929,2017,PA,HUNTINGDON,42,61,42061,4-Fluoroisobutyryl fentanyl,2,201,68751
3930,2017,PA,HUNTINGDON,42,61,42061,Codeine,1,201,68751
3931,2017,PA,HUNTINGDON,42,61,42061,Morphine,1,201,68751
3932,2017,PA,INDIANA,42,63,42063,Fentanyl,15,172,68751
3933,2017,PA,INDIANA,42,63,42063,Hydrocodone,1,172,68751
3934,2017,PA,INDIANA,42,63,42063,Tramadol,3,172,68751
3935,2017,PA,BUTLER,42,19,42019,ANPP,2,442,68751
3936,2017,PA,BUTLER,42,19,42019,Heroin,107,442,68751
3937,2017,PA,BUTLER,42,19,42019,Tramadol,7,442,68751
3938,2017,PA,CAMBRIA,42,21,42021,Fluoroisobutyryl fentanyl,1,311,68751
3939,2017,PA,CAMBRIA,42,21,42021,Furanyl fentanyl,1,311,68751
3940,2017,PA,CAMBRIA,42,21,42021,Oxycodone,9,311,68751
3941,2017,PA,CARBON,42,25,42025,Acetyl fentanyl,1,264,68751
3942,2017,PA,CARBON,42,25,42025,Oxycodone,2,264,68751
3943,2017,PA,CENTRE,42,27,42027,Methadone,1,539,68751
3944,2017,PA,CHESTER,42,29,42029,Fentanyl,146,1456,68751
3945,2017,PA,CHESTER,42,29,42029,Heroin,276,1456,68751
3946,2017,PA,CHESTER,42,29,42029,U-47700,1,1456,68751
3947,2017,PA,CLARION,42,31,42031,Fentanyl,8,105,68751
3948,2017,PA,CLARION,42,31,42031,Heroin,12,105,68751
3949,2017,PA,CLEARFIELD,42,33,42033,Buprenorphine,8,227,68751
3950,2017,PA,CLEARFIELD,42,33,42033,Hydrocodone,1,227,68751
3951,2017,PA,COLUMBIA,42,37,42037,Fentanyl,15,297,68751
3952,2017,PA,COLUMBIA,42,37,42037,Heroin,14,297,68751
3953,2017,PA,CRAWFORD,42,39,42039,Buprenorphine,12,398,68751
3954,2017,PA,CRAWFORD,42,39,42039,Cyclopropyl fentanyl,1,398,68751
3955,2017,PA,CRAWFORD,42,39,42039,Hydrocodone,6,398,68751
3956,2017,PA,DAUPHIN,42,43,42043,3-Methylfentanyl,4,2801,68751
3957,2017,PA,DAUPHIN,42,43,42043,4-Fluoroisobutyryl fentanyl,3,2801,68751
3958,2017,PA,DAUPHIN,42,43,42043,Buprenorphine,30,2801,68751
3959,2017,PA,DAUPHIN,42,43,42043,Codeine,4,2801,68751
3960,2017,PA,DAUPHIN,42,43,42043,Hydrocodone,14,2801,68751
3961,2017,PA,DAUPHIN,42,43,42043,Morphine,10,2801,68751
3962,2017,PA,DELAWARE,42,45,42045,4-Fluoroisobutyryl fentanyl,1,4982,68751
3963,2017,PA,DELAWARE,42,45,42045,Buprenorphine,138,4982,68751
3964,2017,PA,DELAWARE,42,45,42045,Codeine,15,4982,68751
3965,2017,PA,DELAWARE,42,45,42045,Morphine,33,4982,68751
3966,2017,PA,ELK,42,47,42047,Furanyl fentanyl,1,86,68751
3967,2017,PA,ERIE,42,49,42049,Methadone,1,1363,68751
3968,2017,PA,FAYETTE,42,51,42051,Acetyl fentanyl,1,714,68751
3969,2017,PA,FRANKLIN,42,55,42055,Acetyl fentanyl,3,316,68751
3970,2017,PA,JEFFERSON,42,65,42065,Oxycodone,3,97,68751
3971,2017,PA,LACKAWANNA,42,69,42069,4-Fluoroisobutyryl fentanyl,6,1103,68751
3972,2017,PA,LACKAWANNA,42,69,42069,Codeine,1,1103,68751
3973,2017,PA,HUNTINGDON,42,61,42061,3-Methylfentanyl,1,201,68751
3974,2017,PA,JEFFERSON,42,65,42065,Fentanyl,21,97,68751
3975,2017,PA,JUNIATA,42,67,42067,ANPP,2,85,68751
3976,2017,PA,LACKAWANNA,42,69,42069,Buprenorphine,17,1103,68751
3977,2017,PA,LACKAWANNA,42,69,42069,U-47700,5,1103,68751
3978,2017,PA,LANCASTER,42,71,42071,Buprenorphine,35,2625,68751
3979,2017,PA,LANCASTER,42,71,42071,U-47700,2,2625,68751
3980,2017,PA,LAWRENCE,42,73,42073,Buprenorphine,5,231,68751
3981,2017,PA,LAWRENCE,42,73,42073,Butyryl fentanyl,1,231,68751
3982,2017,PA,LAWRENCE,42,73,42073,Heroin,29,231,68751
3983,2017,PA,LEBANON,42,75,42075,4-Fluoroisobutyryl fentanyl,4,1538,68751
3984,2017,PA,LEBANON,42,75,42075,Hydrocodone,17,1538,68751
3985,2017,PA,LEHIGH,42,77,42077,Methadone,1,693,68751
3986,2017,PA,LUZERNE,42,79,42079,p-Fluorobutyryl fentanyl,4,2977,68751
3987,2017,PA,LYCOMING,42,81,42081,Acetyl fentanyl,2,607,68751
3988,2017,PA,GREENE,42,59,42059,Fentanyl,7,172,68751
3989,2017,PA,GREENE,42,59,42059,Heroin,15,172,68751
3990,2017,PA,HUNTINGDON,42,61,42061,Fentanyl,15,201,68751
3991,2017,PA,HUNTINGDON,42,61,42061,Heroin,23,201,68751
3992,2017,PA,HUNTINGDON,42,61,42061,Methadone,1,201,68751
3993,2017,PA,HUNTINGDON,42,61,42061,Methoxyacetyl fentanyl,1,201,68751
3994,2017,PA,INDIANA,42,63,42063,Butyryl fentanyl,1,172,68751
3995,2017,PA,JEFFERSON,42,65,42065,Carfentanil,4,97,68751
3996,2017,PA,JUNIATA,42,67,42067,Heroin,12,85,68751
3997,2017,PA,JUNIATA,42,67,42067,U-47700,1,85,68751
3998,2017,PA,LACKAWANNA,42,69,42069,Fluoroisobutyryl fentanyl,2,1103,68751
3999,2017,PA,LACKAWANNA,42,69,42069,Hydrocodone,8,1103,68751
4000,2017,PA,LACKAWANNA,42,69,42069,Oxycodone,14,1103,68751
4001,2017,PA,LACKAWANNA,42,69,42069,Tramadol,12,1103,68751
4002,2017,PA,LANCASTER,42,71,42071,Methorphan,1,2625,68751
4003,2017,PA,LANCASTER,42,71,42071,Oxycodone,56,2625,68751
4004,2017,PA,LAWRENCE,42,73,42073,Hydrocodone,5,231,68751
4005,2017,PA,LEBANON,42,75,42075,ANPP,1,1538,68751
4006,2017,PA,LEBANON,42,75,42075,Heroin,256,1538,68751
4007,2017,PA,LEBANON,42,75,42075,Methadone,1,1538,68751
