,YYYY,State,COUNTY,FIPS_State,FIPS_County,FIPS_Combined,SubstanceName,DrugReports,TotalDrugReportsCounty,TotalDrugReportsState
2655,2015,PA,CLINTON,42,35,42035,Oxycodone,13,166,75351
2656,2015,PA,COLUMBIA,42,37,42037,Hydrocodone,3,339,75351
2657,2015,PA,COLUMBIA,42,37,42037,Mitragynine,1,339,75351
2658,2015,PA,COLUMBIA,42,37,42037,Tramadol,3,339,75351
2659,2015,PA,CRAWFORD,42,39,42039,Buprenorphine,9,449,75351
2660,2015,PA,CRAWFORD,42,39,42039,Codeine,3,449,75351
2661,2015,PA,CRAWFORD,42,39,42039,Hydrocodone,15,449,75351
2662,2015,PA,CRAWFORD,42,39,42039,Morphine,6,449,75351
2663,2015,PA,DAUPHIN,42,43,42043,Buprenorphine,26,2848,75351
2664,2015,PA,DAUPHIN,42,43,42043,Codeine,4,2848,75351
2665,2015,PA,DAUPHIN,42,43,42043,Morphine,6,2848,75351
2666,2015,PA,ERIE,42,49,42049,Methadone,1,1520,75351
2667,2015,PA,ALLEGHENY,42,3,42003,Heroin,3674,8938,75351
2668,2015,PA,ALLEGHENY,42,3,42003,Methadone,25,8938,75351
2669,2015,PA,BEDFORD,42,9,42009,Buprenorphine,1,209,75351
2670,2015,PA,BERKS,42,11,42011,Methadone,2,2476,75351
2671,2015,PA,BRADFORD,42,15,42015,Oxycodone,4,218,75351
2672,2015,PA,BUCKS,42,17,42017,Methadone,4,2030,75351
2673,2015,PA,BUTLER,42,19,42019,Fentanyl,12,379,75351
2674,2015,PA,CAMBRIA,42,21,42021,Buprenorphine,22,738,75351
2675,2015,PA,CAMBRIA,42,21,42021,Tramadol,2,738,75351
2676,2015,PA,CAMERON,42,23,42023,Buprenorphine,1,8,75351
2677,2015,PA,CARBON,42,25,42025,Hydrocodone,1,313,75351
2678,2015,PA,CARBON,42,25,42025,Morphine,1,313,75351
2679,2015,PA,CENTRE,42,27,42027,Heroin,50,505,75351
2680,2015,PA,CHESTER,42,29,42029,Morphine,6,1599,75351
2681,2015,PA,CLARION,42,31,42031,Oxycodone,2,137,75351
2682,2015,PA,CLINTON,42,35,42035,Fentanyl,1,166,75351
2683,2015,PA,CLINTON,42,35,42035,Heroin,26,166,75351
2684,2015,PA,COLUMBIA,42,37,42037,Oxycodone,1,339,75351
2685,2015,PA,DELAWARE,42,45,42045,Hydromorphone,6,5667,75351
2686,2015,PA,ELK,42,47,42047,Buprenorphine,4,97,75351
2687,2015,PA,ELK,42,47,42047,Morphine,1,97,75351
2688,2015,PA,FAYETTE,42,51,42051,Buprenorphine,42,817,75351
2689,2015,PA,FAYETTE,42,51,42051,Morphine,3,817,75351
2690,2015,PA,CAMBRIA,42,21,42021,Hydrocodone,6,738,75351
2691,2015,PA,CAMBRIA,42,21,42021,Oxycodone,20,738,75351
2692,2015,PA,CAMBRIA,42,21,42021,Oxymorphone,2,738,75351
2693,2015,PA,CARBON,42,25,42025,Acetyl fentanyl,1,313,75351
2694,2015,PA,CARBON,42,25,42025,Fentanyl,11,313,75351
2695,2015,PA,CENTRE,42,27,42027,Hydrocodone,8,505,75351
2696,2015,PA,CENTRE,42,27,42027,Tramadol,6,505,75351
2697,2015,PA,CHESTER,42,29,42029,Heroin,324,1599,75351
2698,2015,PA,CHESTER,42,29,42029,Oxycodone,116,1599,75351
2699,2015,PA,COLUMBIA,42,37,42037,Fentanyl,2,339,75351
2700,2015,PA,COLUMBIA,42,37,42037,Morphine,1,339,75351
2701,2015,PA,CRAWFORD,42,39,42039,Fentanyl,3,449,75351
2702,2015,PA,CRAWFORD,42,39,42039,Hydromorphone,1,449,75351
2703,2015,PA,CRAWFORD,42,39,42039,Methadone,1,449,75351
2704,2015,PA,CUMBERLAND,42,41,42041,Fentanyl,3,200,75351
2705,2015,PA,DELAWARE,42,45,42045,Hydrocodone,39,5667,75351
2706,2015,PA,DELAWARE,42,45,42045,Tramadol,28,5667,75351
2707,2015,PA,ERIE,42,49,42049,Oxycodone,15,1520,75351
2708,2015,PA,FULTON,42,57,42057,Oxycodone,1,18,75351
2709,2015,PA,GREENE,42,59,42059,Buprenorphine,11,190,75351
2710,2015,PA,BLAIR,42,13,42013,Morphine,5,630,75351
2711,2015,PA,BUCKS,42,17,42017,Hydrocodone,7,2030,75351
2712,2015,PA,BUCKS,42,17,42017,Morphine,6,2030,75351
2713,2015,PA,BUCKS,42,17,42017,Tramadol,7,2030,75351
2714,2015,PA,CENTRE,42,27,42027,Codeine,1,505,75351
2715,2015,PA,CENTRE,42,27,42027,Morphine,2,505,75351
2716,2015,PA,CHESTER,42,29,42029,Hydromorphone,5,1599,75351
2717,2015,PA,CHESTER,42,29,42029,Methadone,9,1599,75351
2718,2015,PA,CLEARFIELD,42,33,42033,Acetyl fentanyl,2,260,75351
2719,2015,PA,CLEARFIELD,42,33,42033,Fentanyl,2,260,75351
2720,2015,PA,CLEARFIELD,42,33,42033,Heroin,31,260,75351
2721,2015,PA,CUMBERLAND,42,41,42041,Buprenorphine,6,200,75351
2722,2015,PA,CUMBERLAND,42,41,42041,Hydrocodone,3,200,75351
2723,2015,PA,DAUPHIN,42,43,42043,Heroin,705,2848,75351
2724,2015,PA,DAUPHIN,42,43,42043,Methadone,1,2848,75351
2725,2015,PA,DAUPHIN,42,43,42043,Propoxyphene,1,2848,75351
2726,2015,PA,DELAWARE,42,45,42045,Acetyl fentanyl,19,5667,75351
2727,2015,PA,DELAWARE,42,45,42045,Fentanyl,68,5667,75351
2728,2015,PA,DELAWARE,42,45,42045,Oxycodone,415,5667,75351
2729,2015,PA,DELAWARE,42,45,42045,Oxymorphone,2,5667,75351
2730,2015,PA,ELK,42,47,42047,Heroin,13,97,75351
2731,2015,PA,ELK,42,47,42047,Oxycodone,5,97,75351
2732,2015,PA,ERIE,42,49,42049,Hydrocodone,22,1520,75351
2733,2015,PA,ERIE,42,49,42049,Morphine,6,1520,75351
2734,2015,PA,ERIE,42,49,42049,Tramadol,6,1520,75351
2735,2015,PA,FAYETTE,42,51,42051,Oxycodone,22,817,75351
2736,2015,PA,FAYETTE,42,51,42051,Oxymorphone,6,817,75351
2737,2015,PA,ELK,42,47,42047,Hydrocodone,6,97,75351
2738,2015,PA,ERIE,42,49,42049,Heroin,205,1520,75351
2739,2015,PA,ERIE,42,49,42049,Hydrocodeinone,1,1520,75351
2740,2015,PA,FRANKLIN,42,55,42055,Oxycodone,27,509,75351
2741,2015,PA,FRANKLIN,42,55,42055,Oxymorphone,1,509,75351
2742,2015,PA,INDIANA,42,63,42063,Oxycodone,1,216,75351
2743,2015,PA,INDIANA,42,63,42063,Oxymorphone,3,216,75351
2744,2015,PA,JEFFERSON,42,65,42065,Fentanyl,1,132,75351
2745,2015,PA,LAWRENCE,42,73,42073,Buprenorphine,4,315,75351
2746,2015,PA,LEBANON,42,75,42075,Heroin,354,1468,75351
2747,2015,PA,LEBANON,42,75,42075,Methadone,1,1468,75351
2748,2015,PA,DELAWARE,42,45,42045,Buprenorphine,131,5667,75351
2749,2015,PA,DELAWARE,42,45,42045,Morphine,19,5667,75351
2750,2015,PA,FOREST,42,53,42053,Oxycodone,1,8,75351
2751,2015,PA,FRANKLIN,42,55,42055,Acetyl fentanyl,2,509,75351
2752,2015,PA,HUNTINGDON,42,61,42061,Methadone,1,155,75351
2753,2015,PA,JUNIATA,42,67,42067,Buprenorphine,3,52,75351
2754,2015,PA,LACKAWANNA,42,69,42069,Oxycodone,17,1101,75351
2755,2015,PA,LANCASTER,42,71,42071,Oxymorphone,1,1758,75351
2756,2015,PA,LAWRENCE,42,73,42073,Methadone,2,315,75351
2757,2015,PA,LEBANON,42,75,42075,Fentanyl,30,1468,75351
2758,2015,PA,LEHIGH,42,77,42077,Buprenorphine,1,843,75351
2759,2015,PA,INDIANA,42,63,42063,Fentanyl,7,216,75351
2760,2015,PA,JEFFERSON,42,65,42065,Heroin,15,132,75351
2761,2015,PA,LACKAWANNA,42,69,42069,Heroin,363,1101,75351
2762,2015,PA,LACKAWANNA,42,69,42069,Methadone,2,1101,75351
2763,2015,PA,LANCASTER,42,71,42071,Heroin,512,1758,75351
2764,2015,PA,LAWRENCE,42,73,42073,Hydrocodone,3,315,75351
2765,2015,PA,LAWRENCE,42,73,42073,Oxycodone,11,315,75351
2766,2015,PA,LAWRENCE,42,73,42073,Oxymorphone,1,315,75351
2767,2015,PA,LEBANON,42,75,42075,Acetyl fentanyl,5,1468,75351
2768,2015,PA,LEBANON,42,75,42075,Buprenorphine,15,1468,75351
2769,2015,PA,LEBANON,42,75,42075,Morphine,9,1468,75351
2770,2015,PA,LEHIGH,42,77,42077,Tramadol,5,843,75351
2771,2015,PA,LUZERNE,42,79,42079,Oxycodone,21,2307,75351
2772,2015,PA,MCKEAN,42,83,42083,Tramadol,1,186,75351
2773,2015,PA,FRANKLIN,42,55,42055,Buprenorphine,6,509,75351
2774,2015,PA,FRANKLIN,42,55,42055,Codeine,1,509,75351
2775,2015,PA,FRANKLIN,42,55,42055,Morphine,3,509,75351
2776,2015,PA,FULTON,42,57,42057,Heroin,2,18,75351
2777,2015,PA,INDIANA,42,63,42063,Buprenorphine,10,216,75351
2778,2015,PA,JEFFERSON,42,65,42065,Buprenorphine,2,132,75351
2779,2015,PA,JEFFERSON,42,65,42065,Morphine,1,132,75351
2780,2015,PA,LANCASTER,42,71,42071,Buprenorphine,18,1758,75351
2781,2015,PA,LANCASTER,42,71,42071,Codeine,2,1758,75351
2782,2015,PA,LANCASTER,42,71,42071,Hydrocodone,11,1758,75351
2783,2015,PA,LANCASTER,42,71,42071,Morphine,1,1758,75351
2784,2015,PA,LAWRENCE,42,73,42073,Fentanyl,2,315,75351
2785,2015,PA,LAWRENCE,42,73,42073,Heroin,74,315,75351
2786,2015,PA,LEHIGH,42,77,42077,Acetyl fentanyl,4,843,75351
2787,2015,PA,LEHIGH,42,77,42077,Oxycodone,20,843,75351
2788,2015,PA,LUZERNE,42,79,42079,Hydromorphone,1,2307,75351
2789,2015,PA,GREENE,42,59,42059,Acetyl fentanyl,1,190,75351
2790,2015,PA,GREENE,42,59,42059,Fentanyl,4,190,75351
2791,2015,PA,GREENE,42,59,42059,Heroin,23,190,75351
2792,2015,PA,HUNTINGDON,42,61,42061,Fentanyl,2,155,75351
2793,2015,PA,HUNTINGDON,42,61,42061,Heroin,47,155,75351
2794,2015,PA,JUNIATA,42,67,42067,Heroin,3,52,75351
2795,2015,PA,LACKAWANNA,42,69,42069,Buprenorphine,10,1101,75351
2796,2015,PA,LACKAWANNA,42,69,42069,Hydrocodone,4,1101,75351
2797,2015,PA,LACKAWANNA,42,69,42069,Tramadol,4,1101,75351
2798,2015,PA,LANCASTER,42,71,42071,Butyryl fentanyl,1,1758,75351
2799,2015,PA,LANCASTER,42,71,42071,Oxycodone,29,1758,75351
2800,2015,PA,LEBANON,42,75,42075,Hydrocodone,7,1468,75351
2801,2015,PA,LEBANON,42,75,42075,Tramadol,4,1468,75351
2802,2015,PA,LUZERNE,42,79,42079,Oxymorphone,1,2307,75351
2803,2015,PA,LYCOMING,42,81,42081,Fentanyl,10,527,75351
2804,2015,PA,LYCOMING,42,81,42081,Oxycodone,7,527,75351
2805,2015,PA,HUNTINGDON,42,61,42061,Buprenorphine,7,155,75351
2806,2015,PA,INDIANA,42,63,42063,Heroin,72,216,75351
2807,2015,PA,LACKAWANNA,42,69,42069,Acetyl fentanyl,5,1101,75351
2808,2015,PA,LACKAWANNA,42,69,42069,Fentanyl,11,1101,75351
2809,2015,PA,LACKAWANNA,42,69,42069,Morphine,2,1101,75351
2810,2015,PA,LANCASTER,42,71,42071,Acetyl fentanyl,6,1758,75351
2811,2015,PA,LANCASTER,42,71,42071,Fentanyl,25,1758,75351
2812,2015,PA,LANCASTER,42,71,42071,Hydromorphone,6,1758,75351
2813,2015,PA,LAWRENCE,42,73,42073,Acetyl fentanyl,1,315,75351
2814,2015,PA,LEBANON,42,75,42075,Codeine,2,1468,75351
2815,2015,PA,LEBANON,42,75,42075,Oxycodone,22,1468,75351
2816,2015,PA,LEHIGH,42,77,42077,Heroin,142,843,75351
2817,2015,PA,LUZERNE,42,79,42079,Morphine,6,2307,75351
2818,2015,PA,LYCOMING,42,81,42081,Hydrocodone,2,527,75351
2819,2015,PA,MCKEAN,42,83,42083,Heroin,16,186,75351
2820,2015,PA,MONROE,42,89,42089,Buprenorphine,12,925,75351
2821,2015,PA,MONTGOMERY,42,91,42091,Buprenorphine,7,171,75351
2822,2015,PA,MONTOUR,42,93,42093,Buprenorphine,1,48,75351
2823,2015,PA,LAWRENCE,42,73,42073,Tramadol,1,315,75351
2824,2015,PA,LEBANON,42,75,42075,Hydromorphone,5,1468,75351
2825,2015,PA,LEHIGH,42,77,42077,Fentanyl,9,843,75351
2826,2015,PA,LEHIGH,42,77,42077,Hydrocodone,4,843,75351
2827,2015,PA,LYCOMING,42,81,42081,Morphine,1,527,75351
2828,2015,PA,MERCER,42,85,42085,Fentanyl,4,462,75351
2829,2015,PA,MERCER,42,85,42085,Heroin,85,462,75351
2830,2015,PA,MONTGOMERY,42,91,42091,Opiates,1,171,75351
2831,2015,PA,NORTHAMPTON,42,95,42095,Buprenorphine,5,564,75351
2832,2015,PA,NORTHAMPTON,42,95,42095,Codeine,1,564,75351
2833,2015,PA,NORTHUMBERLAND,42,97,42097,Acetyl fentanyl,1,196,75351
2834,2015,PA,NORTHUMBERLAND,42,97,42097,Heroin,54,196,75351
2835,2015,PA,NORTHUMBERLAND,42,97,42097,Oxycodone,5,196,75351
2836,2015,PA,LUZERNE,42,79,42079,Acetyl fentanyl,7,2307,75351
2837,2015,PA,LUZERNE,42,79,42079,Buprenorphine,35,2307,75351
2838,2015,PA,LYCOMING,42,81,42081,Codeine,1,527,75351
2839,2015,PA,MERCER,42,85,42085,Buprenorphine,5,462,75351
2840,2015,PA,MIFFLIN,42,87,42087,Acetyl fentanyl,1,156,75351
2841,2015,PA,MIFFLIN,42,87,42087,Fentanyl,2,156,75351
2842,2015,PA,MIFFLIN,42,87,42087,Hydromorphone,1,156,75351
2843,2015,PA,NORTHUMBERLAND,42,97,42097,Hydrocodone,3,196,75351
2844,2015,PA,PERRY,42,99,42099,Heroin,29,164,75351
2845,2015,PA,PHILADELPHIA,42,101,42101,Hydrocodone,55,21387,75351
2846,2015,PA,PIKE,42,103,42103,Oxycodone,1,146,75351
2847,2015,PA,POTTER,42,105,42105,Hydrocodone,1,140,75351
2848,2015,PA,LUZERNE,42,79,42079,Codeine,2,2307,75351
2849,2015,PA,LUZERNE,42,79,42079,Hydrocodone,23,2307,75351
2850,2015,PA,MCKEAN,42,83,42083,Fentanyl,7,186,75351
2851,2015,PA,MERCER,42,85,42085,Hydrocodone,6,462,75351
2852,2015,PA,MERCER,42,85,42085,Oxycodone,13,462,75351
2853,2015,PA,MIFFLIN,42,87,42087,Heroin,17,156,75351
2854,2015,PA,MONROE,42,89,42089,Hydrocodone,3,925,75351
2855,2015,PA,MONROE,42,89,42089,Tramadol,5,925,75351
2856,2015,PA,MONTOUR,42,93,42093,Heroin,4,48,75351
2857,2015,PA,NORTHAMPTON,42,95,42095,Fentanyl,3,564,75351
2858,2015,PA,NORTHAMPTON,42,95,42095,Hydrocodone,1,564,75351
2859,2015,PA,POTTER,42,105,42105,Buprenorphine,1,140,75351
2860,2015,PA,GREENE,42,59,42059,Oxycodone,6,190,75351
2861,2015,PA,HUNTINGDON,42,61,42061,Oxycodone,7,155,75351
2862,2015,PA,JUNIATA,42,67,42067,Oxycodone,1,52,75351
2863,2015,PA,LACKAWANNA,42,69,42069,Codeine,3,1101,75351
2864,2015,PA,LANCASTER,42,71,42071,Methadone,1,1758,75351
2865,2015,PA,LANCASTER,42,71,42071,Tramadol,2,1758,75351
2866,2015,PA,LUZERNE,42,79,42079,Fentanyl,25,2307,75351
2867,2015,PA,LUZERNE,42,79,42079,Heroin,621,2307,75351
2868,2015,PA,LUZERNE,42,79,42079,Tramadol,9,2307,75351
2869,2015,PA,LYCOMING,42,81,42081,Heroin,191,527,75351
2870,2015,PA,LYCOMING,42,81,42081,Methadone,1,527,75351
2871,2015,PA,MCKEAN,42,83,42083,Hydrocodone,6,186,75351
2872,2015,PA,LUZERNE,42,79,42079,Methorphan,1,2307,75351
2873,2015,PA,MCKEAN,42,83,42083,Butyryl fentanyl,6,186,75351
2874,2015,PA,MERCER,42,85,42085,Acetyl fentanyl,3,462,75351
2875,2015,PA,MERCER,42,85,42085,Tramadol,5,462,75351
2876,2015,PA,NORTHUMBERLAND,42,97,42097,Tramadol,1,196,75351
