,YYYY,State,COUNTY,FIPS_State,FIPS_County,FIPS_Combined,SubstanceName,DrugReports,TotalDrugReportsCounty,TotalDrugReportsState
2190,2014,PA,ERIE,42,49,42049,Tramadol,4,1506,77318
2191,2014,PA,FAYETTE,42,51,42051,Codeine,1,995,77318
2192,2014,PA,FRANKLIN,42,55,42055,Hydromorphone,1,561,77318
2193,2014,PA,FRANKLIN,42,55,42055,Methadone,4,561,77318
2194,2014,PA,GREENE,42,59,42059,Heroin,21,163,77318
2195,2014,PA,HUNTINGDON,42,61,42061,Heroin,32,142,77318
2196,2014,PA,INDIANA,42,63,42063,Fentanyl,1,191,77318
2197,2014,PA,JUNIATA,42,67,42067,Buprenorphine,5,56,77318
2198,2014,PA,LACKAWANNA,42,69,42069,Oxycodone,12,879,77318
2199,2014,PA,LANCASTER,42,71,42071,Oxymorphone,4,1659,77318
2200,2014,PA,LAWRENCE,42,73,42073,Hydrocodone,23,540,77318
2201,2014,PA,LAWRENCE,42,73,42073,Oxycodone,29,540,77318
2202,2014,PA,LAWRENCE,42,73,42073,Oxymorphone,3,540,77318
2203,2014,PA,LEHIGH,42,77,42077,Fentanyl,4,1130,77318
2204,2014,PA,LEHIGH,42,77,42077,Tramadol,1,1130,77318
2205,2014,PA,ADAMS,42,1,42001,Fentanyl,1,277,77318
2206,2014,PA,ADAMS,42,1,42001,Heroin,29,277,77318
2207,2014,PA,ALLEGHENY,42,3,42003,Fentanyl,68,9286,77318
2208,2014,PA,ALLEGHENY,42,3,42003,Heroin,3774,9286,77318
2209,2014,PA,ALLEGHENY,42,3,42003,Methadone,16,9286,77318
2210,2014,PA,BEAVER,42,7,42007,Oxymorphone,3,602,77318
2211,2014,PA,BERKS,42,11,42011,Methadone,5,2668,77318
2212,2014,PA,BRADFORD,42,15,42015,Oxycodone,21,229,77318
2213,2014,PA,BUTLER,42,19,42019,Fentanyl,11,482,77318
2214,2014,PA,CAMBRIA,42,21,42021,Buprenorphine,28,859,77318
2215,2014,PA,CAMBRIA,42,21,42021,Morphine,3,859,77318
2216,2014,PA,CARBON,42,25,42025,Buprenorphine,2,395,77318
2217,2014,PA,CARBON,42,25,42025,Hydrocodone,4,395,77318
2218,2014,PA,CARBON,42,25,42025,Morphine,2,395,77318
2219,2014,PA,CENTRE,42,27,42027,Heroin,41,462,77318
2220,2014,PA,CHESTER,42,29,42029,Morphine,5,1555,77318
2221,2014,PA,CLINTON,42,35,42035,Fentanyl,1,149,77318
2222,2014,PA,CLINTON,42,35,42035,Heroin,45,149,77318
2223,2014,PA,CUMBERLAND,42,41,42041,Heroin,35,166,77318
2224,2014,PA,DELAWARE,42,45,42045,Hydromorphone,6,5219,77318
2225,2014,PA,INDIANA,42,63,42063,Heroin,48,191,77318
2226,2014,PA,JEFFERSON,42,65,42065,Hydrocodone,4,281,77318
2227,2014,PA,JEFFERSON,42,65,42065,Methadone,3,281,77318
2228,2014,PA,LACKAWANNA,42,69,42069,Fentanyl,1,879,77318
2229,2014,PA,LACKAWANNA,42,69,42069,Tramadol,1,879,77318
2230,2014,PA,LANCASTER,42,71,42071,Fentanyl,5,1659,77318
2231,2014,PA,LANCASTER,42,71,42071,Hydrocodone,15,1659,77318
2232,2014,PA,LANCASTER,42,71,42071,Methadone,2,1659,77318
2233,2014,PA,LEBANON,42,75,42075,Oxycodone,39,1689,77318
2234,2014,PA,LEBANON,42,75,42075,Oxymorphone,8,1689,77318
2235,2014,PA,LEHIGH,42,77,42077,Oxycodone,10,1130,77318
2236,2014,PA,MCKEAN,42,83,42083,Morphine,8,179,77318
2237,2014,PA,MONTGOMERY,42,91,42091,Buprenorphine,3,191,77318
2238,2014,PA,NORTHUMBERLAND,42,97,42097,Methadone,2,362,77318
2239,2014,PA,JEFFERSON,42,65,42065,Oxycodone,3,281,77318
2240,2014,PA,JUNIATA,42,67,42067,Morphine,2,56,77318
2241,2014,PA,LACKAWANNA,42,69,42069,Heroin,343,879,77318
2242,2014,PA,LACKAWANNA,42,69,42069,Methadone,1,879,77318
2243,2014,PA,LAWRENCE,42,73,42073,Codeine,2,540,77318
2244,2014,PA,LEBANON,42,75,42075,Fentanyl,12,1689,77318
2245,2014,PA,LEBANON,42,75,42075,Hydromorphone,2,1689,77318
2246,2014,PA,LEBANON,42,75,42075,Morphine,17,1689,77318
2247,2014,PA,LUZERNE,42,79,42079,Hydrocodone,34,2467,77318
2248,2014,PA,LUZERNE,42,79,42079,Oxycodone,48,2467,77318
2249,2014,PA,LYCOMING,42,81,42081,Buprenorphine,5,665,77318
2250,2014,PA,MERCER,42,85,42085,Hydrocodone,5,490,77318
2251,2014,PA,MERCER,42,85,42085,Oxycodone,21,490,77318
2252,2014,PA,MIFFLIN,42,87,42087,Oxycodone,5,179,77318
2253,2014,PA,MONTOUR,42,93,42093,Oxycodone,8,150,77318
2254,2014,PA,FAYETTE,42,51,42051,Morphine,9,995,77318
2255,2014,PA,FRANKLIN,42,55,42055,Buprenorphine,13,561,77318
2256,2014,PA,FRANKLIN,42,55,42055,Codeine,2,561,77318
2257,2014,PA,FRANKLIN,42,55,42055,Morphine,1,561,77318
2258,2014,PA,FULTON,42,57,42057,Heroin,2,48,77318
2259,2014,PA,INDIANA,42,63,42063,Buprenorphine,1,191,77318
2260,2014,PA,JEFFERSON,42,65,42065,Buprenorphine,4,281,77318
2261,2014,PA,LANCASTER,42,71,42071,Buprenorphine,11,1659,77318
2262,2014,PA,LANCASTER,42,71,42071,Codeine,4,1659,77318
2263,2014,PA,LANCASTER,42,71,42071,Morphine,1,1659,77318
2264,2014,PA,LAWRENCE,42,73,42073,Fentanyl,2,540,77318
2265,2014,PA,LAWRENCE,42,73,42073,Heroin,102,540,77318
2266,2014,PA,LUZERNE,42,79,42079,Hydromorphone,1,2467,77318
2267,2014,PA,COLUMBIA,42,37,42037,Methadone,3,376,77318
2268,2014,PA,CUMBERLAND,42,41,42041,Buprenorphine,4,166,77318
2269,2014,PA,DAUPHIN,42,43,42043,Oxycodone,48,2922,77318
2270,2014,PA,DAUPHIN,42,43,42043,Oxymorphone,1,2922,77318
2271,2014,PA,DELAWARE,42,45,42045,Fentanyl,31,5219,77318
2272,2014,PA,ERIE,42,49,42049,Buprenorphine,27,1506,77318
2273,2014,PA,ERIE,42,49,42049,Hydrocodone,21,1506,77318
2274,2014,PA,FAYETTE,42,51,42051,Fentanyl,1,995,77318
2275,2014,PA,FAYETTE,42,51,42051,Oxycodone,31,995,77318
2276,2014,PA,FAYETTE,42,51,42051,Oxymorphone,4,995,77318
2277,2014,PA,FOREST,42,53,42053,Heroin,6,27,77318
2278,2014,PA,FRANKLIN,42,55,42055,Fentanyl,3,561,77318
2279,2014,PA,FRANKLIN,42,55,42055,Oxycodone,22,561,77318
2280,2014,PA,GREENE,42,59,42059,Hydrocodone,4,163,77318
2281,2014,PA,HUNTINGDON,42,61,42061,Hydrocodone,1,142,77318
2282,2014,PA,JEFFERSON,42,65,42065,Heroin,30,281,77318
2283,2014,PA,JUNIATA,42,67,42067,Oxycodone,6,56,77318
2284,2014,PA,LAWRENCE,42,73,42073,Buprenorphine,10,540,77318
2285,2014,PA,LAWRENCE,42,73,42073,Tramadol,1,540,77318
2286,2014,PA,LEHIGH,42,77,42077,Buprenorphine,8,1130,77318
2287,2014,PA,LEHIGH,42,77,42077,Hydrocodone,7,1130,77318
2288,2014,PA,LUZERNE,42,79,42079,Methadone,5,2467,77318
2289,2014,PA,MCKEAN,42,83,42083,Oxycodone,4,179,77318
2290,2014,PA,MERCER,42,85,42085,Fentanyl,3,490,77318
2291,2014,PA,MERCER,42,85,42085,Heroin,75,490,77318
2292,2014,PA,MERCER,42,85,42085,Propoxyphene,1,490,77318
2293,2014,PA,MONTOUR,42,93,42093,Codeine,1,150,77318
2294,2014,PA,MONTOUR,42,93,42093,Hydrocodone,5,150,77318
2295,2014,PA,NORTHAMPTON,42,95,42095,Morphine,1,682,77318
2296,2014,PA,NORTHUMBERLAND,42,97,42097,Fentanyl,2,362,77318
2297,2014,PA,NORTHUMBERLAND,42,97,42097,Heroin,93,362,77318
2298,2014,PA,PHILADELPHIA,42,101,42101,Buprenorphine,139,17597,77318
2299,2014,PA,PHILADELPHIA,42,101,42101,Codeine,97,17597,77318
2300,2014,PA,DAUPHIN,42,43,42043,Fentanyl,2,2922,77318
2301,2014,PA,DAUPHIN,42,43,42043,Heroin,709,2922,77318
2302,2014,PA,DAUPHIN,42,43,42043,Methadone,3,2922,77318
2303,2014,PA,DAUPHIN,42,43,42043,Propoxyphene,1,2922,77318
2304,2014,PA,DELAWARE,42,45,42045,Oxycodone,376,5219,77318
2305,2014,PA,DELAWARE,42,45,42045,Oxymorphone,7,5219,77318
2306,2014,PA,DELAWARE,42,45,42045,Tramadol,11,5219,77318
2307,2014,PA,ELK,42,47,42047,Heroin,13,131,77318
2308,2014,PA,ERIE,42,49,42049,Codeine,3,1506,77318
2309,2014,PA,ERIE,42,49,42049,Morphine,5,1506,77318
2310,2014,PA,FAYETTE,42,51,42051,Heroin,230,995,77318
2311,2014,PA,FAYETTE,42,51,42051,Methadone,4,995,77318
2312,2014,PA,FRANKLIN,42,55,42055,Heroin,110,561,77318
2313,2014,PA,GREENE,42,59,42059,Acetyl fentanyl,1,163,77318
2314,2014,PA,GREENE,42,59,42059,Oxycodone,2,163,77318
2315,2014,PA,HUNTINGDON,42,61,42061,Oxycodone,5,142,77318
2316,2014,PA,JUNIATA,42,67,42067,Heroin,26,56,77318
2317,2014,PA,LACKAWANNA,42,69,42069,Hydrocodone,5,879,77318
2318,2014,PA,LACKAWANNA,42,69,42069,Morphine,4,879,77318
2319,2014,PA,LANCASTER,42,71,42071,Heroin,372,1659,77318
2320,2014,PA,LANCASTER,42,71,42071,Oxycodone,41,1659,77318
2321,2014,PA,LEBANON,42,75,42075,Heroin,236,1689,77318
2322,2014,PA,LEBANON,42,75,42075,Methadone,5,1689,77318
2323,2014,PA,LEHIGH,42,77,42077,Heroin,175,1130,77318
2324,2014,PA,LUZERNE,42,79,42079,Buprenorphine,28,2467,77318
2325,2014,PA,LUZERNE,42,79,42079,Morphine,2,2467,77318
2326,2014,PA,LUZERNE,42,79,42079,Tramadol,9,2467,77318
2327,2014,PA,LYCOMING,42,81,42081,Codeine,1,665,77318
2328,2014,PA,LYCOMING,42,81,42081,Hydrocodone,7,665,77318
2329,2014,PA,LYCOMING,42,81,42081,Tramadol,1,665,77318
2330,2014,PA,MERCER,42,85,42085,Buprenorphine,9,490,77318
2331,2014,PA,MIFFLIN,42,87,42087,Fentanyl,1,179,77318
2332,2014,PA,MONROE,42,89,42089,Buprenorphine,4,891,77318
2333,2014,PA,MONROE,42,89,42089,Butyryl fentanyl,1,891,77318
2334,2014,PA,NORTHAMPTON,42,95,42095,Buprenorphine,1,682,77318
2335,2014,PA,NORTHUMBERLAND,42,97,42097,Hydrocodone,4,362,77318
2336,2014,PA,NORTHUMBERLAND,42,97,42097,Oxycodone,22,362,77318
2337,2014,PA,PERRY,42,99,42099,Oxycodone,6,378,77318
2338,2014,PA,PHILADELPHIA,42,101,42101,Hydrocodone,88,17597,77318
2339,2014,PA,PHILADELPHIA,42,101,42101,Methadone,60,17597,77318
2340,2014,PA,POTTER,42,105,42105,Hydrocodone,3,167,77318
2341,2014,PA,LUZERNE,42,79,42079,Codeine,3,2467,77318
2342,2014,PA,LYCOMING,42,81,42081,Morphine,1,665,77318
2343,2014,PA,MCKEAN,42,83,42083,Hydromorphone,3,179,77318
2344,2014,PA,MCKEAN,42,83,42083,Tramadol,2,179,77318
2345,2014,PA,MIFFLIN,42,87,42087,Heroin,21,179,77318
2346,2014,PA,MONROE,42,89,42089,Hydrocodone,1,891,77318
2347,2014,PA,MONROE,42,89,42089,Methadone,3,891,77318
2348,2014,PA,MONTGOMERY,42,91,42091,Heroin,23,191,77318
2349,2014,PA,MONTOUR,42,93,42093,Heroin,7,150,77318
2350,2014,PA,NORTHAMPTON,42,95,42095,Hydrocodone,4,682,77318
2351,2014,PA,NORTHUMBERLAND,42,97,42097,Morphine,1,362,77318
2352,2014,PA,PHILADELPHIA,42,101,42101,Acetyl fentanyl,1,17597,77318
2353,2014,PA,PHILADELPHIA,42,101,42101,Acetylcodeine,2,17597,77318
2354,2014,PA,PIKE,42,103,42103,Buprenorphine,1,107,77318
2355,2014,PA,MCKEAN,42,83,42083,Methadone,1,179,77318
2356,2014,PA,MERCER,42,85,42085,Oxymorphone,2,490,77318
2357,2014,PA,MERCER,42,85,42085,Tramadol,3,490,77318
2358,2014,PA,PHILADELPHIA,42,101,42101,Meperidine,1,17597,77318
2359,2014,PA,PIKE,42,103,42103,Heroin,46,107,77318
2360,2014,PA,SCHUYLKILL,42,107,42107,Fentanyl,2,1183,77318
2361,2014,PA,SCHUYLKILL,42,107,42107,Heroin,210,1183,77318
2362,2014,PA,SCHUYLKILL,42,107,42107,Methadone,7,1183,77318
2363,2014,PA,PERRY,42,99,42099,Heroin,68,378,77318
2364,2014,PA,PHILADELPHIA,42,101,42101,Hydromorphone,4,17597,77318
2365,2014,PA,PHILADELPHIA,42,101,42101,Oxycodone,1060,17597,77318
2366,2014,PA,PIKE,42,103,42103,Hydrocodone,2,107,77318
2367,2014,PA,PIKE,42,103,42103,Oxycodone,1,107,77318
2368,2014,PA,SOMERSET,42,111,42111,Oxycodone,1,212,77318
2369,2014,PA,SUSQUEHANNA,42,115,42115,Heroin,37,348,77318
2370,2014,PA,TIOGA,42,117,42117,Heroin,6,112,77318
2371,2014,PA,UNION,42,119,42119,Oxycodone,1,55,77318
2372,2014,PA,VENANGO,42,121,42121,Buprenorphine,9,250,77318
2373,2014,PA,WASHINGTON,42,125,42125,Buprenorphine,16,1040,77318
2374,2014,PA,WASHINGTON,42,125,42125,Morphine,4,1040,77318
2375,2014,PA,WAYNE,42,127,42127,Buprenorphine,2,118,77318
2376,2014,PA,WAYNE,42,127,42127,Morphine,2,118,77318
2377,2014,PA,LACKAWANNA,42,69,42069,Buprenorphine,13,879,77318
2378,2014,PA,LEBANON,42,75,42075,Buprenorphine,18,1689,77318
2379,2014,PA,LEBANON,42,75,42075,Hydrocodone,14,1689,77318
2380,2014,PA,LEBANON,42,75,42075,Tramadol,6,1689,77318
2381,2014,PA,LEHIGH,42,77,42077,Methadone,1,1130,77318
2382,2014,PA,LUZERNE,42,79,42079,Fentanyl,39,2467,77318
2383,2014,PA,LUZERNE,42,79,42079,Oxymorphone,1,2467,77318
2384,2014,PA,LYCOMING,42,81,42081,Fentanyl,7,665,77318
2385,2014,PA,LYCOMING,42,81,42081,Heroin,213,665,77318
2386,2014,PA,LYCOMING,42,81,42081,Methadone,2,665,77318
2387,2014,PA,MERCER,42,85,42085,Morphine,1,490,77318
2388,2014,PA,MIFFLIN,42,87,42087,Hydrocodone,1,179,77318
2389,2014,PA,MIFFLIN,42,87,42087,Morphine,2,179,77318
2390,2014,PA,MONROE,42,89,42089,Heroin,191,891,77318
2391,2014,PA,MONROE,42,89,42089,Tramadol,2,891,77318
2392,2014,PA,MONTGOMERY,42,91,42091,Hydrocodone,1,191,77318
2393,2014,PA,NORTHAMPTON,42,95,42095,Heroin,147,682,77318
